query_id,query,route,ndcg_at_10,rr_first_exact,latency_ms,utility,candidate_count,token_count,char_count,has_question,has_model_number,has_money,has_negation,has_compatibility,has_color
2647,2 pocket poly folders without prongs,hybrid,0.7753,0.5,11.0,0.7313,42,6.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0
2647,2 pocket poly folders without prongs,rerank,0.7753,0.5,35.0,0.6353,42,6.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0
2658,2 seat stroller,lexical,0.7021,0.5,2.0,0.6941,16,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,2 seat stroller,dense,0.6992,0.5,8.0,0.6672,16,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,2 seat stroller,hybrid,0.7032,0.5,11.0,0.6592,16,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,2 seat stroller,rerank,0.7032,0.5,35.0,0.5632,16,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,2 tier wardrobe closet,lexical,0.7696,1.0,2.0,0.7616,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,2 tier wardrobe closet,dense,0.755,1.0,8.0,0.723,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,2 tier wardrobe closet,hybrid,0.787,1.0,11.0,0.743,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2687,2 tier wardrobe closet,rerank,0.787,1.0,35.0,0.647,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,2 ton jack handle replacement,lexical,0.7026,1.0,2.0,0.6946,16,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,2 ton jack handle replacement,dense,0.5056,0.3333,8.0,0.4736,16,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,2 ton jack handle replacement,hybrid,0.5733,0.5,11.0,0.5293,16,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2692,2 ton jack handle replacement,rerank,0.7058,1.0,35.0,0.5658,16,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,2 wireless microphone,lexical,0.883,1.0,2.0,0.875,40,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,2 wireless microphone,dense,0.8362,1.0,8.0,0.8042,40,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,2 wireless microphone,hybrid,0.8286,1.0,11.0,0.7846,40,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2705,2 wireless microphone,rerank,0.813,1.0,35.0,0.673,40,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,2 yr old boy police car,lexical,0.6657,0.2,2.0,0.6577,16,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,2 yr old boy police car,dense,0.9119,1.0,8.0,0.8799,16,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,2 yr old boy police car,hybrid,0.8001,1.0,11.0,0.7561,16,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2717,2 yr old boy police car,rerank,0.752,0.5,35.0,0.612,16,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,2 yr old boy toys,lexical,0.6948,0.5,2.0,0.6868,16,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,2 yr old boy toys,dense,0.7015,0.5,8.0,0.6695,16,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,2 yr old boy toys,hybrid,0.6948,0.5,11.0,0.6508,16,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2718,2 yr old boy toys,rerank,0.6948,0.5,35.0,0.5548,16,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,"2"" stainlss thred pipe",lexical,0.8624,1.0,2.0,0.8544,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,"2"" stainlss thred pipe",dense,0.7604,1.0,8.0,0.7284,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,"2"" stainlss thred pipe",hybrid,0.7996,1.0,11.0,0.7556,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2724,"2"" stainlss thred pipe",rerank,0.7996,1.0,35.0,0.6596,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2728,2' pink balloon,lexical,0.5193,0.2,2.0,0.5113,40,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
2728,2' pink balloon,dense,0.5869,1.0,8.0,0.5549,40,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
2728,2' pink balloon,hybrid,0.4391,0.3333,11.0,0.3951,40,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
2728,2' pink balloon,rerank,0.5056,0.5,35.0,0.3656,40,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0
2732,"2-1/2"" exhaust tip",lexical,0.8447,0.125,2.0,0.8367,16,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,"2-1/2"" exhaust tip",dense,0.8539,0.1667,8.0,0.8219,16,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,"2-1/2"" exhaust tip",hybrid,0.8447,0.125,11.0,0.8007,16,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2732,"2-1/2"" exhaust tip",rerank,0.8447,0.125,35.0,0.7047,16,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,"2.5"" hdd",lexical,0.9065,1.0,2.0,0.8985,16,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,"2.5"" hdd",dense,0.9581,1.0,8.0,0.9261,16,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,"2.5"" hdd",hybrid,0.9581,1.0,11.0,0.9141,16,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2750,"2.5"" hdd",rerank,0.9581,1.0,35.0,0.8181,16,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,20 amp deepcycle battery,lexical,0.6445,1.0,2.0,0.6365,40,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,20 amp deepcycle battery,dense,0.5487,1.0,8.0,0.5167,40,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,20 amp deepcycle battery,hybrid,0.5487,1.0,11.0,0.5047,40,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2756,20 amp deepcycle battery,rerank,0.5487,1.0,35.0,0.4087,40,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,20 ft trampoline with enclosure,lexical,0.6882,0.25,2.0,0.6802,16,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,20 ft trampoline with enclosure,dense,0.6995,0.5,8.0,0.6675,16,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,20 ft trampoline with enclosure,hybrid,0.6608,0.3333,11.0,0.6168,16,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2773,20 ft trampoline with enclosure,rerank,0.6608,0.3333,35.0,0.5208,16,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,20 gal kitchen trash bags,lexical,1.0,1.0,2.0,0.992,16,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,20 gal kitchen trash bags,dense,0.9875,1.0,8.0,0.9555,16,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,20 gal kitchen trash bags,hybrid,1.0,1.0,11.0,0.956,16,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,20 gal kitchen trash bags,rerank,1.0,1.0,35.0,0.86,16,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,20 gallon fish aquarium kit,lexical,0.9424,1.0,2.0,0.9344,16,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,20 gallon fish aquarium kit,dense,0.9221,1.0,8.0,0.8901,16,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,20 gallon fish aquarium kit,hybrid,0.939,1.0,11.0,0.895,16,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,20 gallon fish aquarium kit,rerank,0.939,1.0,35.0,0.799,16,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2779,20 gold chain for women,lexical,0.7731,0.0667,2.0,0.7651,16,5.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
2779,20 gold chain for women,dense,0.7731,0.0714,8.0,0.7411,16,5.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
2779,20 gold chain for women,hybrid,0.7731,0.0714,11.0,0.7291,16,5.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
2779,20 gold chain for women,rerank,0.7731,0.0833,35.0,0.6331,16,5.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0
2784,20 inch range hood,lexical,0.981,1.0,2.0,0.973,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,20 inch range hood,dense,0.9038,1.0,8.0,0.8718,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,20 inch range hood,hybrid,0.9566,1.0,11.0,0.9126,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2784,20 inch range hood,rerank,0.9566,1.0,35.0,0.8166,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,20 inch smart tv flat screen,lexical,0.8157,0.2,2.0,0.8077,16,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,20 inch smart tv flat screen,dense,0.8096,0.1667,8.0,0.7776,16,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,20 inch smart tv flat screen,hybrid,0.8157,0.2,11.0,0.7717,16,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2787,20 inch smart tv flat screen,rerank,0.8157,0.2,35.0,0.6757,16,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,20 input mixer,lexical,0.7676,0.5,2.0,0.7596,40,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,20 input mixer,dense,0.7209,0.5,8.0,0.6889,40,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,20 input mixer,hybrid,0.7963,0.5,11.0,0.7523,40,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2792,20 input mixer,rerank,0.8028,0.5,35.0,0.6628,40,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,20 lb medicine balls rubber,lexical,0.6651,0.3333,2.0,0.6571,40,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,20 lb medicine balls rubber,dense,0.7549,1.0,8.0,0.7229,40,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,20 lb medicine balls rubber,hybrid,0.676,0.5,11.0,0.632,40,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2798,20 lb medicine balls rubber,rerank,0.676,0.5,35.0,0.536,40,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,20 pound weights,lexical,0.8284,1.0,2.0,0.8204,11,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,20 pound weights,dense,0.8564,1.0,8.0,0.8244,11,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,20 pound weights,hybrid,0.8637,1.0,11.0,0.8197,11,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2810,20 pound weights,rerank,0.8637,1.0,35.0,0.7237,11,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,20 wheel mountain bike,lexical,0.7354,1.0,2.0,0.7274,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,20 wheel mountain bike,dense,0.6223,0.5,8.0,0.5903,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,20 wheel mountain bike,hybrid,0.7574,1.0,11.0,0.7134,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2817,20 wheel mountain bike,rerank,0.7574,1.0,35.0,0.6174,16,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,20 x 26 inner tube bicycle,lexical,0.7256,0.1429,2.0,0.7176,16,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,20 x 26 inner tube bicycle,dense,0.6834,0.1667,8.0,0.6514,16,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,20 x 26 inner tube bicycle,hybrid,0.7256,0.1429,11.0,0.6816,16,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2820,20 x 26 inner tube bicycle,rerank,0.7256,0.1429,35.0,0.5856,16,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,"20"" stockings",lexical,0.9122,1.0,2.0,0.9042,15,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,"20"" stockings",dense,0.883,1.0,8.0,0.851,15,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,"20"" stockings",hybrid,0.8995,1.0,11.0,0.8555,15,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,"20"" stockings",rerank,0.8995,1.0,35.0,0.7595,15,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2838,200k,lexical,0.9364,1.0,2.0,0.9284,16,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2838,200k,dense,0.9364,1.0,8.0,0.9044,16,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2838,200k,hybrid,0.9364,1.0,11.0,0.8924,16,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2838,200k,rerank,0.9364,1.0,35.0,0.7964,16,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
2855,20lb maxima chameleon,lexical,0.7639,0.3333,2.0,0.7559,40,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
2855,20lb maxima chameleon,dense,0.7602,0.5,8.0,0.7282,40,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
2855,20lb maxima chameleon,hybrid,0.7559,0.5,11.0,0.7119,40,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
2855,20lb maxima chameleon,rerank,0.6158,0.1667,35.0,0.4758,40,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0
2899,21 day fix portion control,lexical,0.7533,0.5,2.0,0.7453,40,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,21 day fix portion control,dense,0.7755,0.5,8.0,0.7435,40,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,21 day fix portion control,hybrid,0.7593,0.5,11.0,0.7153,40,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,21 day fix portion control,rerank,0.7566,0.5,35.0,0.6166,40,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,22 gold chain for men,lexical,0.8323,1.0,2.0,0.8243,40,5.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0
2920,22 gold chain for men,dense,0.8109,1.0,8.0,0.7789,40,5.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0
2920,22 gold chain for men,hybrid,0.8614,1.0,11.0,0.8174,40,5.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0
2920,22 gold chain for men,rerank,0.8068,1.0,35.0,0.6668,40,5.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0
2921,22 heavy duty cotton canvas tote bag zippered,lexical,0.9258,1.0,2.0,0.9178,40,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,22 heavy duty cotton canvas tote bag zippered,dense,0.9095,1.0,8.0,0.8775,40,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,22 heavy duty cotton canvas tote bag zippered,hybrid,0.9552,1.0,11.0,0.9112,40,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,22 heavy duty cotton canvas tote bag zippered,rerank,0.9552,1.0,35.0,0.8152,40,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,23 gauge needles 1.5 inch,lexical,0.6998,0.0769,2.0,0.6918,16,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,23 gauge needles 1.5 inch,dense,0.7073,0.0769,8.0,0.6753,16,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,23 gauge needles 1.5 inch,hybrid,0.6998,0.0769,11.0,0.6558,16,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,23 gauge needles 1.5 inch,rerank,0.6998,0.0769,35.0,0.5598,16,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,234 torsion spring,lexical,0.5341,0.25,2.0,0.5261,40,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,234 torsion spring,dense,0.5823,0.25,8.0,0.5503,40,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,234 torsion spring,hybrid,0.536,0.25,11.0,0.492,40,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,234 torsion spring,rerank,0.536,0.25,35.0,0.396,40,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,23andme,lexical,0.9875,1.0,2.0,0.9795,16,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
2966,23andme,dense,0.9875,1.0,8.0,0.9555,16,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
2966,23andme,hybrid,0.9875,1.0,11.0,0.9435,16,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
2966,23andme,rerank,0.9875,1.0,35.0,0.8475,16,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
2988,24 inch deep pocket king sheets,lexical,0.9581,1.0,2.0,0.9501,40,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,24 inch deep pocket king sheets,dense,0.8504,1.0,8.0,0.8184,40,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,24 inch deep pocket king sheets,hybrid,0.9135,1.0,11.0,0.8695,40,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2988,24 inch deep pocket king sheets,rerank,0.9621,1.0,35.0,0.8221,40,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,24 inch deep pool with filter,lexical,0.8035,1.0,2.0,0.7955,16,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,24 inch deep pool with filter,dense,0.7585,1.0,8.0,0.7265,16,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,24 inch deep pool with filter,hybrid,0.8053,1.0,11.0,0.7613,16,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2989,24 inch deep pool with filter,rerank,0.8053,1.0,35.0,0.6653,16,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,24 rims 6 lug,lexical,0.82,1.0,2.0,0.812,17,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,24 rims 6 lug,dense,0.6553,0.3333,8.0,0.6233,17,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,24 rims 6 lug,hybrid,0.7363,0.3333,11.0,0.6923,17,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,24 rims 6 lug,rerank,0.7363,0.3333,35.0,0.5963,17,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,24 volt electric plug trolling motor,lexical,0.5597,0.5,2.0,0.5517,16,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,24 volt electric plug trolling motor,dense,0.587,0.5,8.0,0.555,16,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,24 volt electric plug trolling motor,hybrid,0.5882,0.5,11.0,0.5442,16,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,24 volt electric plug trolling motor,rerank,0.5882,0.5,35.0,0.4482,16,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,24mm leather watch strap,lexical,0.9621,1.0,2.0,0.9541,16,4.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
3044,24mm leather watch strap,dense,0.9621,1.0,8.0,0.9301,16,4.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
3044,24mm leather watch strap,hybrid,0.9603,1.0,11.0,0.9163,16,4.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
3044,24mm leather watch strap,rerank,0.9603,1.0,35.0,0.8203,16,4.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0
3049,24v bow mount trolling motor,lexical,0.9364,1.0,2.0,0.9284,40,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,24v bow mount trolling motor,dense,0.7186,1.0,8.0,0.6866,40,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,24v bow mount trolling motor,hybrid,0.8304,1.0,11.0,0.7864,40,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,24v bow mount trolling motor,rerank,0.8506,1.0,35.0,0.7106,40,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,24x17 frame,lexical,0.8297,1.0,2.0,0.8217,40,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3055,24x17 frame,dense,0.8792,1.0,8.0,0.8472,40,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3055,24x17 frame,hybrid,0.8319,1.0,11.0,0.7879,40,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3055,24x17 frame,rerank,0.8319,1.0,35.0,0.6919,40,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
3071,25 amp power swith,lexical,0.6963,1.0,2.0,0.6883,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,25 amp power swith,dense,0.6736,1.0,8.0,0.6416,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,25 amp power swith,hybrid,0.6854,1.0,11.0,0.6414,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3071,25 amp power swith,rerank,0.6854,1.0,35.0,0.5454,16,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,25 visa gift cards,lexical,0.9306,1.0,2.0,0.9226,11,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,25 visa gift cards,dense,0.8544,0.5,8.0,0.8224,11,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,25 visa gift cards,hybrid,0.8455,0.3333,11.0,0.8015,11,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,25 visa gift cards,rerank,0.8455,0.3333,35.0,0.7055,11,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,25 watt led light bulbs,lexical,0.9095,1.0,2.0,0.9015,16,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,25 watt led light bulbs,dense,0.8759,1.0,8.0,0.8439,16,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,25 watt led light bulbs,hybrid,0.8828,1.0,11.0,0.8388,16,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,25 watt led light bulbs,rerank,0.8843,1.0,35.0,0.7443,16,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,250 watt high pressure sodium light fixture,lexical,0.835,1.0,2.0,0.827,40,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,250 watt high pressure sodium light fixture,dense,0.7879,1.0,8.0,0.7559,40,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,250 watt high pressure sodium light fixture,hybrid,0.8302,1.0,11.0,0.7862,40,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,250 watt high pressure sodium light fixture,rerank,0.8302,1.0,35.0,0.6902,40,7.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,26 inch bike tire gravel,lexical,0.8192,1.0,2.0,0.8112,16,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,26 inch bike tire gravel,dense,0.8163,1.0,8.0,0.7843,16,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,26 inch bike tire gravel,hybrid,0.8192,1.0,11.0,0.7752,16,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
3123,26 inch bike tire gravel,rerank,0.8192,1.0,35.0,0.6792,16,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,26 toner,lexical,1.0,1.0,2.0,0.992,40,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,26 toner,dense,1.0,1.0,8.0,0.968,40,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,26 toner,hybrid,1.0,1.0,11.0,0.956,40,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,26 toner,rerank,1.0,1.0,35.0,0.86,40,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
3131,26th birthday tshirts women,lexical,0.6259,1.0,2.0,0.6179,16,4.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
3131,26th birthday tshirts women,dense,0.4591,0.5,8.0,0.4271,16,4.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
3131,26th birthday tshirts women,hybrid,0.5593,1.0,11.0,0.5153,16,4.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
3131,26th birthday tshirts women,rerank,0.5593,1.0,35.0,0.4193,16,4.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
3143,27 days book,lexical,0.8057,1.0,2.0,0.7977,16,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,27 days book,dense,0.8101,1.0,8.0,0.7781,16,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,27 days book,hybrid,0.7995,1.0,11.0,0.7555,16,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,27 days book,rerank,0.7995,1.0,35.0,0.6595,16,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,28 in stool,lexical,0.9097,1.0,2.0,0.9017,16,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,28 in stool,dense,0.8601,1.0,8.0,0.8281,16,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,28 in stool,hybrid,0.8861,1.0,11.0,0.8421,16,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,28 in stool,rerank,0.8861,1.0,35.0,0.7461,16,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,28 inch gold chain necklace for women,lexical,0.8952,1.0,2.0,0.8872,16,7.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
3164,28 inch gold chain necklace for women,dense,0.9184,1.0,8.0,0.8864,16,7.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
3164,28 inch gold chain necklace for women,hybrid,0.9065,1.0,11.0,0.8625,16,7.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
3164,28 inch gold chain necklace for women,rerank,0.8787,1.0,35.0,0.7387,16,7.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0
3168,28 oz tent,lexical,0.5927,0.5,2.0,0.5847,16,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,28 oz tent,dense,0.5848,0.3333,8.0,0.5528,16,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,28 oz tent,hybrid,0.5975,0.5,11.0,0.5535,16,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,28 oz tent,rerank,0.6641,1.0,35.0,0.5241,16,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,28th birthday decorations for men,lexical,0.9057,1.0,2.0,0.8977,18,5.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0
3179,28th birthday decorations for men,dense,0.8421,1.0,8.0,0.8101,18,5.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0
